2023-03-01 12:33:26.4|Info|Bootstrap|Starting Radarr - /app/radarr/bin/Radarr - Version 4.3.2.6857
2023-03-01 12:33:26.8|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-03-01 12:33:26.8|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-03-01 12:33:28.0|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-03-01 12:33:28.1|Warn|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No XML encryptor configured. Key {692057d5-b4a1-494e-a336-b6942462d5c7} may be persisted to storage in unencrypted form.
2023-03-01 12:33:28.9|Info|MigrationController|*** Migrating data source=/config/radarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3 ***
2023-03-01 12:33:29.7|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrating
2023-03-01 12:33:29.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-03-01 12:33:29.8|Info|FluentMigrator.Runner.MigrationRunner|CreateTable VersionInfo
2023-03-01 12:33:29.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "VersionInfo" ("Version" INTEGER NOT NULL)
2023-03-01 12:33:29.9|Info|FluentMigrator.Runner.MigrationRunner|=> 0.1108158s
2023-03-01 12:33:29.9|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2023-03-01 12:33:30.0|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrated
2023-03-01 12:33:30.0|Info|FluentMigrator.Runner.MigrationRunner|=> 0.234191s
2023-03-01 12:33:30.0|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrating
2023-03-01 12:33:30.0|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-03-01 12:33:30.1|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex VersionInfo (Version)
2023-03-01 12:33:30.1|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "UC_Version" ON "VersionInfo" ("Version" ASC)
2023-03-01 12:33:30.1|Info|FluentMigrator.Runner.MigrationRunner|=> 0.006317s
2023-03-01 12:33:30.1|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2023-03-01 12:33:30.1|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0006581s
2023-03-01 12:33:30.1|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo AppliedOn DateTime
2023-03-01 12:33:30.1|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "AppliedOn" DATETIME
2023-03-01 12:33:30.1|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0039309s
2023-03-01 12:33:30.1|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2023-03-01 12:33:30.1|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrated
2023-03-01 12:33:30.1|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0562891s
